,stabf
34445,1
34496,0
17750,1
36247,0
59241,0
1926,0
41059,1
21706,0
20343,1
17376,0
26172,1
3647,0
58527,1
7487,0
27696,0
27636,0
30826,1
13828,0
18562,0
15341,0
26717,0
49988,0
55989,0
35255,0
18473,1
5867,0
25840,0
58150,1
10031,1
32399,1
26485,0
46226,0
50322,0
57241,1
58864,1
13538,1
10098,0
56822,1
36375,0
28438,0
36693,1
17678,0
23529,1
42837,1
4623,1
34371,0
52804,0
45127,0
23165,1
48040,0
54352,0
21312,0
5137,0
15228,0
8553,1
40633,0
25803,0
53862,0
43443,0
37193,1
56100,0
23140,0
52982,1
50051,0
50645,0
36793,1
10705,0
321,0
57961,1
7589,1
55761,0
32624,0
23626,0
6795,1
34554,0
32034,1
6335,1
47640,1
55996,0
29244,0
59636,0
59985,0
1651,0
51505,0
27651,1
47029,0
23484,1
23237,0
25707,0
38142,0
29238,0
49275,1
59824,1
37973,0
49427,0
30551,0
36062,1
46977,0
9036,0
26713,0
14880,0
35790,0
10528,0
14405,1
16227,0
23841,0
50122,1
58191,0
53982,0
46730,0
24676,0
28401,0
32850,1
46630,0
36638,0
3257,0
11073,1
21010,0
52015,0
18101,0
54137,0
51200,0
35718,1
55178,0
15239,0
52771,0
15869,0
31485,0
54757,0
45807,0
48147,0
47287,0
3351,1
35650,0
1917,0
51986,1
17454,1
58019,0
11611,1
37018,1
35987,1
24280,1
29100,0
41812,1
43620,0
11925,0
21696,0
6015,1
45760,0
1801,1
28030,0
54129,1
31886,0
44679,0
50659,1
54988,0
27614,0
56663,0
43615,0
27028,1
36517,1
17420,0
20805,1
54060,1
7435,0
26480,0
44096,1
32989,1
29544,1
12706,1
31951,1
9007,1
56723,1
20707,0
33794,0
1952,0
2447,0
43812,0
52144,0
53662,0
40821,0
1545,1
22870,0
21730,1
29076,0
4790,1
4894,0
31684,0
27067,1
3001,0
25487,1
3385,1
18284,1
53613,0
186,1
18984,0
48055,0
30863,0
38880,0
29854,0
50634,1
55546,0
46968,0
55654,0
23099,0
23563,1
38378,0
891,1
16277,0
14554,0
11760,0
37725,0
5706,0
24922,0
45044,1
35826,0
52784,0
20942,0
34321,0
33449,0
11941,1
27015,1
56870,0
15806,1
50027,1
18947,0
25704,0
50544,0
34950,0
14742,1
17233,0
57349,1
3243,0
46560,1
47360,0
17634,1
45677,0
32933,0
28573,1
51733,0
30305,1
950,0
50614,0
48437,0
15006,0
18704,0
23761,0
14809,1
24929,0
24620,0
28551,1
10040,0
50345,0
37130,0
37220,0
22600,0
1589,0
5223,1
33071,1
34039,0
57715,0
51825,1
12844,1
12839,0
51511,1
41451,1
21268,1
43603,0
20789,0
39229,1
18759,1
23047,1
27100,0
24290,1
43030,0
17301,0
47621,0
938,0
48668,0
48663,1
23679,1
41306,0
13913,0
38911,0
24421,1
31534,0
9084,0
55706,0
53162,0
32570,0
26674,0
12532,0
18517,1
49588,1
7971,0
47847,1
11806,0
10780,1
27959,0
26395,1
5552,1
24109,1
17019,1
25288,1
6875,0
11595,1
7675,0
54037,0
46809,1
14853,1
59148,0
59855,1
51260,0
25595,0
8436,1
42705,1
37036,0
47356,0
40963,0
15058,1
1317,0
9510,0
863,0
41610,1
55195,1
29963,0
25725,0
38459,0
35105,0
28755,0
28714,0
59394,0
56057,1
54997,1
26943,0
40193,0
20335,0
39118,1
19485,1
4223,1
5786,1
6597,0
38808,1
18488,0
43983,1
55440,0
48266,0
58568,0
5095,0
34229,0
30039,1
16224,0
14051,0
33671,0
29738,0
332,1
39195,0
18511,0
17042,0
25342,0
24173,0
18506,0
54152,0
48610,1
4745,0
14270,1
40456,0
52075,1
45498,0
39249,0
12665,0
48114,0
25549,0
11017,1
32739,1
50872,0
15662,1
48829,1
59615,1
14464,1
8600,1
45780,1
43266,0
44099,0
4245,0
58077,0
39605,1
29491,1
743,0
30020,0
16069,0
35713,0
7497,0
57611,0
4119,1
1700,1
39653,1
2843,1
16612,1
32411,1
6621,0
1289,0
44155,0
39386,0
17946,0
3192,1
10546,0
8068,1
24011,1
16232,0
19182,0
19270,0
39586,0
36112,1
4792,0
54182,0
6280,0
41061,1
10250,1
50085,0
37178,1
32206,1
42736,0
28887,1
24753,1
29153,1
53087,0
1273,0
5456,1
33845,1
17548,1
54616,1
59183,0
30822,0
31089,1
33741,0
56156,0
32565,1
49056,0
27943,0
18352,0
8465,1
59074,0
44705,0
39029,0
635,1
16178,0
46920,0
9902,1
36813,0
43582,0
19495,0
3071,1
56279,1
43095,1
2927,1
21913,0
22554,0
59807,0
9658,0
32225,0
583,1
19647,0
18863,1
23785,1
53532,1
39589,0
6003,0
16267,0
51520,0
26920,0
3980,1
6596,1
49474,0
18173,0
29249,0
53803,0
34409,0
48097,0
4846,0
4405,1
26362,0
7166,1
28231,0
29779,0
7462,0
24861,1
52043,0
18632,0
25772,1
1592,1
27299,1
22280,0
5652,0
34252,0
13101,0
29735,0
52101,0
29431,1
5087,1
36726,1
5088,0
1676,0
43668,0
993,0
57049,1
22384,0
22127,1
51182,1
30213,0
32250,0
49068,1
14122,0
5104,1
59771,1
50101,0
44788,1
13778,0
27935,0
37414,0
16132,1
34081,0
42425,1
28391,1
18368,1
15515,0
41273,0
50142,0
54071,0
32722,1
1117,0
16842,1
32765,1
4688,0
39032,0
9854,0
46842,1
390,0
20350,0
23987,0
22956,1
55206,0
26069,0
49800,0
24649,0
8277,1
16598,1
58939,0
50147,0
55256,0
12560,0
46195,1
25185,1
31731,0
22233,0
3943,0
37660,0
39362,0
26006,0
37137,0
34768,0
14711,0
44293,0
7066,0
44841,0
49226,1
5432,0
25379,1
23656,0
18727,0
50355,1
11454,1
32949,0
1761,0
52841,1
12100,1
8028,0
19376,1
2904,1
27298,0
46247,0
155,1
7687,0
48778,1
46261,0
27838,0
29663,0
36354,0
42985,0
19510,0
28483,0
8096,0
45505,0
52035,0
4500,0
4435,0
45891,0
42072,1
13553,0
35637,0
19255,1
42538,0
1966,1
33740,0
7572,0
4282,0
51582,1
2583,1
25701,0
20713,0
31972,0
4791,0
36538,0
53882,0
1986,1
41141,1
58968,1
45136,1
57631,0
46156,0
3922,1
15194,0
36468,0
37471,1
39515,0
26500,1
16552,0
39002,1
8863,1
38104,1
19860,0
24423,0
52637,0
41331,1
57348,0
12238,1
12282,0
55627,1
17964,1
4329,0
28702,0
9,0
35161,0
8409,0
34820,0
5988,0
12942,0
14083,0
34055,0
30749,0
2217,0
41506,0
13271,0
58515,1
25848,0
31395,0
31839,1
43842,0
14345,0
12087,0
28601,0
36713,0
49431,1
46168,1
7554,1
4543,0
34266,0
44035,1
34238,0
42480,0
11524,0
48697,0
15320,0
28962,0
41825,1
23616,1
44051,0
49632,1
58039,0
36758,1
43418,0
4529,0
6323,1
47719,0
27348,0
10660,1
28885,1
9564,0
28763,1
24147,1
11512,0
20745,1
16285,0
15531,1
46384,0
51753,0
32500,0
17705,0
25196,1
53593,1
26440,0
57638,0
1052,0
13505,0
42349,0
53968,0
41342,0
45192,0
41364,0
21839,1
43711,1
7431,0
29998,0
238,1
29137,0
38622,1
38744,1
59777,0
42423,0
37659,1
6848,1
38205,1
27939,0
6750,1
22757,1
25124,0
59471,0
59465,1
1856,0
35912,0
35188,1
32806,0
9894,1
44336,0
36203,1
23363,1
28235,0
26412,0
806,0
27416,1
2414,0
25074,0
51219,1
33534,0
41922,0
44476,1
48206,0
44837,1
59294,0
47699,1
24602,1
41956,1
25659,0
44773,0
17243,0
24928,1
35440,0
49390,0
4272,1
32071,1
47800,1
10692,0
39689,0
45979,0
49682,0
18510,0
14045,0
12913,0
20590,1
45685,0
2450,1
17058,0
59423,0
10449,0
4263,1
4867,1
51041,1
54605,1
33507,1
16711,0
23829,1
11909,0
38572,0
1585,1
14687,0
39221,1
6448,0
47146,0
33421,1
47074,0
15474,0
29051,0
637,0
29062,1
16206,0
11089,1
7763,0
9915,0
43933,1
35194,0
34484,0
14706,0
6009,0
5348,1
12091,0
50440,0
35707,0
47804,0
8006,1
31204,0
12222,0
13596,0
37167,1
53323,0
50574,1
6618,0
45928,1
50183,0
53151,1
5323,0
2196,0
27290,0
32545,1
39590,1
24529,0
25264,1
16539,0
49150,0
3733,0
25705,1
29549,1
21344,0
39652,0
15046,0
12288,1
30162,1
37225,0
11817,0
13797,0
27661,0
3178,1
43592,1
13772,0
12161,0
50025,1
51043,1
22622,0
46015,1
12737,1
42751,0
9069,1
41704,0
29486,1
23,1
39539,1
3542,1
7941,0
22995,0
57396,0
57670,0
25064,0
11446,1
6310,0
42884,0
8455,0
14058,1
58311,0
25995,0
16374,1
20578,0
5862,0
47948,0
4463,0
58006,1
47909,0
33018,0
32501,1
46750,1
3720,0
28280,0
18601,0
473,0
36705,1
14361,0
47766,0
49726,0
25531,1
37921,1
15812,0
45360,0
53929,1
9714,0
10797,1
42319,1
10963,0
32635,1
42803,1
48386,0
45198,1
16305,0
20190,1
37412,0
50602,0
4959,1
36667,1
22017,1
33982,0
4834,1
26510,1
23601,0
42275,0
58696,1
25075,1
38362,0
8441,1
5795,1
3141,0
2457,0
29857,0
47574,0
19657,0
25533,1
13238,0
3945,1
26954,0
44468,0
38736,0
52274,1
32671,1
9181,0
27630,0
10962,0
12363,1
29489,0
401,1
24468,0
12897,1
18753,1
37328,1
23821,1
42413,1
55123,0
17152,0
52008,0
28122,0
38074,0
9893,0
26331,1
32051,1
6336,0
55736,0
15506,0
53658,1
38684,1
43949,0
27703,0
4816,0
184,0
9624,0
23065,0
46489,1
38723,0
39842,1
38961,0
1788,1
47801,0
44280,1
9462,0
41321,0
52340,1
35963,1
34276,1
46041,0
38696,1
34993,1
55802,1
43645,1
21492,1
16454,1
34013,0
6218,0
45088,0
28986,1
49683,1
9293,1
24744,0
8284,1
3663,0
7489,0
6977,0
13611,1
37418,1
8261,0
56716,0
58484,1
34376,0
27992,1
49364,0
48100,0
5994,1
36336,0
20604,1
22381,0
35234,1
6927,0
38757,1
27193,1
57671,0
4608,1
10822,0
54866,1
31399,0
29528,1
26499,0
23139,1
15604,0
58451,0
43425,0
56705,1
27054,0
19313,0
31793,1
19036,0
23328,0
48742,1
38989,0
1928,1
22873,1
51739,1
3984,1
21475,0
44167,0
45218,0
48368,1
37823,0
59306,0
2160,0
18214,0
45286,0
6425,0
11963,1
26655,0
33777,1
36051,0
53230,0
45900,0
38097,0
18652,0
58091,0
55327,1
45073,1
50220,0
237,0
46599,0
42372,1
26761,0
23009,0
26407,0
46845,1
24126,0
745,1
10483,1
41247,0
6736,0
40233,0
34456,0
22937,0
21202,1
14116,0
15754,0
54145,0
56957,1
16890,0
19221,1
22375,0
26823,0
9047,1
1896,0
4735,1
4569,1
11871,1
55209,0
19227,0
34332,0
55731,1
804,0
17030,1
27564,0
24799,0
29701,0
989,0
33209,0
23008,0
58841,1
30068,0
29387,1
2897,1
47442,1
20790,0
56775,0
48522,0
56946,1
11794,1
35939,0
11859,0
18124,0
30857,1
7765,0
8751,0
39280,0
33502,0
14896,0
11037,0
2933,0
77,1
27161,0
33399,1
8785,0
42023,0
37856,1
16137,1
46715,1
30651,1
43234,1
45103,1
32571,0
27089,0
47071,1
28563,0
29921,0
5902,0
32856,0
54291,0
9095,1
6554,0
25979,0
34416,0
50428,1
51710,0
34417,0
21125,1
7825,0
11118,0
46363,0
23362,1
19130,0
31949,1
11435,0
39402,1
47354,0
57989,1
21680,0
20792,1
49167,1
26730,0
40533,0
36663,0
8913,1
59829,1
2767,0
50828,0
38379,1
53669,0
57694,1
4605,1
46281,0
16120,0
58509,0
32199,1
55079,1
24064,1
57782,0
619,0
17625,1
38128,1
58252,0
10562,1
14766,0
10100,1
11715,1
57207,1
29926,1
40805,1
19516,0
1846,0
36650,0
37903,1
6430,0
32404,0
29312,0
16427,0
37389,1
23898,0
51541,0
18454,0
57885,0
59656,0
427,1
15762,1
4853,1
12445,1
19247,1
56246,0
21297,0
38250,0
48530,0
55335,0
48990,0
36510,1
29078,0
58691,0
46097,0
38934,0
18498,0
55382,0
37833,0
46395,1
28505,0
49323,0
16513,1
1504,0
35091,0
59372,1
51542,0
10117,1
56456,1
58824,0
13259,0
20023,1
33864,0
39797,0
31598,0
40939,0
107,0
36193,1
17401,0
25215,0
2323,0
24445,1
58576,0
3746,0
44508,0
16835,1
47406,0
54028,0
13076,1
32333,1
42318,1
26108,0
40826,1
25020,1
43194,1
10813,1
30209,0
4102,0
34305,0
22881,1
50195,0
28825,0
40363,0
8984,0
1295,1
40661,0
56042,0
24475,0
37413,0
2844,1
28469,0
6008,0
9078,0
37519,0
35645,0
52054,0
21087,0
10043,0
58535,1
19735,0
17554,1
38421,0
17099,0
56202,0
44724,0
59313,0
48925,0
47401,0
7276,1
35020,1
15703,0
288,1
42555,0
4705,0
16303,0
26474,0
22133,0
1826,0
31561,1
2573,0
32168,0
46143,0
25433,1
55299,0
17799,0
52350,1
50233,0
59259,0
3736,0
42710,1
20668,0
47860,0
49942,0
13854,0
15081,1
49725,1
27606,0
34631,1
4105,1
50943,0
1155,0
7791,0
21599,0
12943,0
44100,0
36657,0
9864,0
53974,1
59464,1
56944,1
50045,1
35922,1
56068,0
32448,0
976,1
48426,0
34448,0
11971,0
52460,1
30183,0
14940,1
34288,0
47430,0
56912,1
2039,0
23086,1
2212,1
7200,0
4420,0
49186,1
39133,0
20132,0
11383,1
27831,0
49937,0
7970,0
59977,0
30753,1
23710,0
55861,1
20978,0
8242,1
19043,0
30231,0
52147,0
13098,1
9242,0
21502,1
47974,0
9367,0
8,1
55961,0
58984,0
9555,1
36753,1
18909,0
41083,0
44228,1
36697,1
13740,0
15457,0
56391,0
37494,0
11748,0
38626,1
12880,1
5461,1
23515,0
28892,1
40820,0
51963,1
29957,0
24151,1
13045,0
12248,0
9057,0
47169,1
13992,0
58162,1
24916,0
34201,0
54951,1
22222,0
46043,0
57742,0
37955,1
38548,1
7923,1
17240,1
22378,0
28196,0
25469,0
52125,0
9246,0
34244,0
38146,0
754,0
46071,1
10062,1
52783,0
54477,0
16517,1
5559,1
57496,1
18236,1
36934,0
29515,0
25612,0
57901,0
5567,0
24706,0
20512,0
14259,0
35266,0
26171,0
40354,1
8282,1
17097,0
24833,1
39149,0
25722,0
57182,1
19765,1
404,1
43012,0
20754,0
31076,1
24295,0
51884,1
29867,0
30342,0
42979,0
29116,0
31564,1
34495,0
32134,1
59852,0
7474,1
36826,1
37563,1
25265,0
2172,1
56760,0
16495,0
20214,0
56120,0
50089,1
20641,0
56772,1
33806,0
11672,1
56512,0
11743,0
12753,1
15695,0
59012,0
47889,0
4312,0
27026,0
36267,0
52502,0
41417,1
59528,1
32899,0
56056,1
16722,1
56506,1
30215,1
22890,0
19254,0
25648,0
40406,1
4464,1
13647,0
12796,1
20221,0
35206,0
22464,0
4789,0
25986,1
23631,1
4904,0
8309,0
23992,0
37199,1
49687,0
30319,1
22482,0
31672,1
37844,1
57116,1
46177,1
14387,0
58838,1
51886,0
53004,0
47646,0
346,0
58381,0
56797,1
48251,0
10346,0
50770,1
22103,0
47534,0
20051,0
15141,0
3805,0
53326,1
29740,1
13709,1
19266,0
6839,1
20880,0
48592,0
2116,0
1119,0
51378,0
27726,0
33646,0
38871,1
21338,0
44871,0
57719,0
33099,0
59614,0
41216,0
44858,0
53994,0
52474,0
6978,0
52052,0
13172,0
53612,0
32852,1
59654,0
3026,0
20036,0
49989,0
52390,1
51353,1
36199,1
19388,0
54252,0
7788,0
34295,0
1031,0
14026,1
24245,0
8643,0
31791,0
17646,0
54164,0
55875,1
53972,1
8200,0
4188,1
4718,0
21795,0
58135,0
20479,0
58018,1
30454,0
22134,1
57688,0
35814,0
3206,1
48655,0
43900,0
12157,0
33927,0
18053,0
39020,0
41232,1
23054,1
21323,1
30518,0
45223,1
30672,0
33711,1
40743,0
59799,1
17408,0
54030,1
14433,0
49338,0
36145,0
29674,0
47772,0
43796,0
15216,1
31846,0
46621,0
9186,1
14672,0
23327,0
56340,0
29991,0
6661,1
40770,1
39208,0
10866,0
20521,0
55240,0
59586,0
28810,1
53415,0
55933,0
13592,1
29641,0
22679,0
51023,1
35621,1
26338,0
57873,0
21764,0
1003,0
50277,0
36668,0
7816,0
40870,1
52446,1
7806,0
27291,0
7045,1
9857,0
22695,0
23847,0
29795,0
5576,0
54586,1
28171,1
41680,0
33851,1
54,0
52317,0
49858,1
1357,1
53097,0
53713,0
2368,0
660,1
29513,0
31259,1
33599,1
55061,0
6853,1
5269,1
21130,0
13332,0
48720,0
46649,1
48940,0
13084,1
50041,0
26072,0
2034,1
12408,0
11965,1
15223,1
34982,0
39810,0
2738,1
6881,1
1435,0
3240,1
37812,0
44780,1
16520,0
57360,0
40333,0
35905,0
28940,0
26396,0
19662,0
54995,0
22691,0
49781,1
46337,1
16983,1
7644,0
608,0
14002,0
13946,0
15285,0
3154,0
29706,1
19145,0
18614,1
2939,1
22421,0
58889,0
58455,0
18932,0
6527,0
25806,1
24716,1
18686,0
8041,1
20656,0
5871,0
2338,0
19107,0
43898,0
1713,0
32804,0
52005,1
50600,1
51647,1
34105,1
46606,1
42503,1
40068,0
31141,1
26691,1
43246,0
11701,0
56571,0
14695,0
34652,0
24281,0
4250,1
32244,0
5450,1
43950,0
41481,0
44999,1
37400,0
54323,0
46191,0
46969,0
16000,0
40228,1
17078,0
32537,1
43637,1
10640,0
20645,0
43716,0
44669,0
13139,1
33912,0
23535,1
40828,0
44944,0
41826,0
34658,0
16642,0
28609,1
30606,1
44808,0
13637,1
18508,1
25899,0
42760,0
7896,0
42294,0
3044,1
46117,0
43718,1
50837,0
12094,1
7676,0
18956,0
37588,0
50607,0
6442,0
34395,0
52647,0
34896,0
21238,1
21485,0
31457,0
3692,0
9435,1
47307,0
10732,0
10409,0
15243,0
59827,0
32000,0
29680,1
31476,1
48275,1
7831,0
36769,0
42556,1
52227,0
5538,0
32029,1
44005,0
23864,0
45944,1
6486,0
36244,1
19413,0
25538,0
12568,0
20671,0
31329,0
58066,0
45211,1
37057,1
4674,0
11670,0
49334,1
6312,0
39351,0
12773,0
18893,0
13798,1
55557,0
26260,1
15357,0
16891,1
14693,0
14651,1
15271,1
27731,0
34103,0
12404,0
20261,0
28210,0
47999,0
3652,0
52875,0
43220,0
43868,0
29685,0
7162,1
50114,0
38082,0
30089,1
42519,0
16340,0
9850,1
5250,0
47984,0
40517,0
8373,0
18247,0
33763,0
5669,0
57536,0
12905,0
47538,0
35725,0
36322,1
27133,1
12011,0
21937,0
47778,0
55788,0
376,1
25372,1
9783,0
46102,1
29036,0
21758,1
37996,0
33613,0
12517,1
8640,1
29622,1
56691,1
43729,0
29510,0
48327,0
3841,0
22276,1
24648,1
2680,0
2588,0
1678,0
52884,0
15062,1
43962,0
35292,1
43184,1
28651,1
35479,0
54277,0
28212,0
22923,0
46311,0
5943,0
19295,1
27763,0
6744,1
53660,0
22862,1
42546,1
29952,1
34222,1
12993,0
14060,1
18849,0
28392,1
1417,1
44846,0
26989,0
40309,0
56455,0
14089,1
52558,0
25144,1
24195,0
53055,0
56195,1
7891,1
14307,0
13516,1
28432,0
10667,1
3642,1
30238,1
22965,0
43517,0
14212,0
20570,0
2071,1
46456,1
21878,1
35242,0
28349,0
34423,0
1914,0
55362,0
56578,0
58793,0
3212,0
28729,0
46601,1
55120,0
53463,1
5486,0
33304,0
57295,0
49318,0
36099,0
14860,0
18742,1
51365,1
7278,1
10521,0
17198,1
23189,1
20211,0
24394,0
23216,1
53951,1
39963,0
24634,0
28086,1
38399,0
22089,1
55147,1
15693,1
2416,0
17517,0
56992,1
52968,1
38813,0
38209,1
1628,0
19212,0
45298,0
21423,1
29237,1
23493,1
37510,1
38776,0
6244,1
59016,1
23856,0
6614,0
8718,1
14112,0
23356,1
59769,0
37329,1
14754,0
30216,0
7327,1
21775,0
27867,0
29147,0
52564,0
28554,1
59327,0
30609,0
46906,0
9206,0
42944,0
24721,0
10556,0
6547,0
33107,0
46294,1
45846,0
8530,0
51864,0
59091,1
1686,0
47067,1
5108,0
11809,0
39649,1
28230,0
9217,0
14125,1
24523,0
46582,0
32829,0
11819,0
15696,1
36003,0
19020,0
25846,0
51662,0
47471,1
22535,0
11733,0
49818,1
54717,0
49264,0
43896,0
14425,0
6917,0
50033,0
42863,1
6112,1
5883,0
35679,0
17332,1
11248,0
18428,1
32849,0
34233,0
34941,0
34216,0
2021,0
58644,0
47400,0
47685,0
59563,0
57860,0
8767,0
47197,0
40914,1
470,0
43244,1
41249,0
13270,0
19382,1
37152,0
48351,1
16832,0
19364,0
6993,0
43972,1
17546,1
16802,0
15611,0
40613,0
38412,0
5319,0
3713,0
43178,1
3563,1
47076,0
47940,0
35202,0
22765,1
29970,0
40405,0
49154,0
22060,0
24155,0
29404,0
54944,0
19304,1
32625,0
56003,0
4602,1
34424,1
760,0
2287,1
8813,0
18222,0
49307,0
9851,0
32744,0
56624,0
8894,0
44435,0
570,0
14130,0
2267,1
3250,1
35156,0
52799,0
822,0
1768,0
54543,0
18302,1
10438,1
19963,0
22058,0
14949,0
59400,0
30490,1
10022,1
42901,1
47092,0
46305,0
33544,0
1879,0
32764,1
24089,1
49061,0
28249,0
12337,0
39437,1
17770,0
51826,0
33494,1
54193,0
23645,1
54652,0
51896,0
18843,0
26734,0
29458,0
25336,0
28262,0
12784,0
56895,0
44430,0
23508,1
29741,1
34552,0
3993,1
15438,1
36955,0
55218,0
2659,0
56140,1
20928,1
7481,0
50315,1
8447,1
15292,1
25838,1
24678,1
9573,1
47498,1
32124,0
42684,0
48847,1
59951,0
52463,0
6800,0
50844,0
10428,1
33756,0
18846,0
35830,0
47731,0
31019,0
23383,0
6980,0
9405,0
43632,0
17838,0
17802,0
45184,0
29605,1
51757,1
35934,1
52335,0
7753,0
34075,1
11693,0
7398,0
53379,0
35252,0
21551,0
39651,0
33056,1
33751,0
10983,0
12415,0
44446,1
57166,1
38581,1
24704,1
36309,1
45975,1
30947,1
28144,1
51496,0
28369,0
12010,1
52172,1
21716,0
39084,0
31468,0
17858,0
38456,0
15937,0
30563,0
4367,1
48992,0
36551,1
54856,0
13426,1
59270,0
19134,0
54691,0
35460,1
14963,0
17084,0
14140,0
1486,1
5216,1
50252,0
12476,0
51277,0
11904,0
2433,1
28721,0
51459,0
23451,0
27011,0
27773,0
58758,0
1445,1
30289,0
5601,0
34343,0
35457,0
16565,1
52737,1
58458,0
11022,0
45842,1
39216,1
10518,0
5715,0
25484,0
54626,0
44470,0
26349,0
15266,0
59307,0
57178,1
20427,1
42191,0
50247,0
13501,0
27493,1
14400,1
6126,0
27241,1
18851,0
12602,0
3954,0
25750,0
20310,0
12367,0
33764,0
58148,0
37247,0
50116,1
32349,0
43169,1
46909,1
28673,0
30082,0
39007,1
27403,0
25831,0
12855,1
23525,0
28608,0
46360,1
42815,0
31417,1
31643,0
56906,0
41786,0
52456,1
50952,0
27370,0
26543,0
25728,0
54191,1
15565,0
22145,0
2025,0
7134,1
52942,0
28865,0
4814,1
50898,1
51232,1
20519,0
30904,1
29531,1
6278,0
43634,0
39780,0
24269,1
18637,1
52410,1
14445,1
20139,1
8211,0
56089,1
36457,0
1434,1
15157,0
24493,1
43153,0
17437,1
54189,0
27260,1
23058,0
31883,0
47436,0
13109,0
3126,0
51193,1
11126,0
44039,0
52331,1
6959,1
22786,0
12695,0
20464,1
18314,0
49073,1
5200,0
54630,1
51432,1
49368,0
6743,0
42536,0
34864,1
29598,1
22357,0
35693,1
54430,0
14059,0
39600,1
53925,0
27886,1
59395,0
25104,1
12662,1
8464,0
34626,0
57880,0
2359,1
1785,1
21090,0
25604,0
15232,1
32906,0
31726,0
17726,0
55567,0
4744,0
6650,0
18418,0
23717,1
43161,0
53955,1
27042,0
49308,0
44043,0
43459,0
9841,0
2977,0
23617,1
10798,0
51697,1
18973,0
8241,1
8528,0
42262,0
40631,0
9286,1
3054,1
24006,0
13868,0
53038,0
19414,1
23142,0
40735,0
26552,0
39254,0
56046,1
44770,1
19150,0
49594,1
35452,1
15065,0
59810,0
5203,0
3659,1
53279,0
14229,0
15857,1
34340,1
9315,0
55671,1
350,0
36903,0
35053,0
47706,1
52567,1
19047,1
19057,0
42807,0
31486,1
27905,0
6026,1
42293,0
14378,0
9908,0
2874,0
53284,0
13150,1
47919,1
6582,0
21015,0
27715,0
21028,0
33898,0
2169,0
15124,0
14152,0
45080,1
31499,0
20868,1
12645,0
27999,0
8161,0
8786,1
8355,0
55665,0
16542,0
6265,1
43714,1
59386,0
40489,0
3704,0
35620,0
43414,1
33688,0
21865,0
46056,1
59169,1
53503,1
17172,1
30661,0
42732,0
16760,0
38890,0
35445,0
35320,0
36093,0
28776,0
58875,1
51410,1
22188,0
11679,0
14431,0
13769,0
57489,0
47276,1
16741,0
59244,0
28495,0
45509,0
15115,0
12490,0
12824,1
7492,0
8089,1
12341,1
26187,0
26749,0
29615,1
27368,1
16913,0
43936,1
44141,0
50375,1
29063,0
13529,1
25181,0
21494,1
56752,0
39349,1
49713,0
31391,1
5670,0
20396,1
23132,1
47443,0
3813,0
41090,0
43051,1
43146,0
4442,1
32025,0
45547,0
20312,0
5213,1
45169,0
20839,1
57467,1
28968,1
45563,0
42626,0
49829,1
46810,0
52633,0
58158,1
34764,0
50396,1
40290,0
23000,0
40482,0
54134,0
9815,1
54589,0
25977,0
51133,1
3294,0
54762,0
12467,0
20007,0
41262,0
47224,1
53892,0
51888,0
27734,1
25122,1
56146,0
56161,1
7768,0
33946,0
22564,0
20623,0
9757,1
24079,1
14749,0
33992,0
1765,0
42004,1
15951,1
46054,0
54971,0
11905,1
47821,1
31101,1
32516,0
17627,0
50425,0
48853,0
11874,1
379,0
539,0
27815,0
6551,1
25743,0
23209,0
26420,0
34129,1
44674,0
34427,1
46149,0
56466,0
39563,0
18732,1
20090,0
47515,1
33609,1
34824,0
1064,0
43467,1
32422,0
52557,0
15338,0
28320,1
38145,1
42991,0
34303,0
30029,1
51954,0
25566,1
28637,1
20989,0
16168,1
47927,1
14524,1
57269,0
7594,1
13411,1
39510,0
7354,0
52747,0
34437,1
39731,0
13029,1
34273,0
29501,0
57557,1
5090,1
38159,0
37444,0
46142,0
34418,0
57475,0
34690,0
39658,0
57462,0
6454,1
12899,0
12564,0
15757,0
20436,0
21917,0
34578,0
13104,0
49953,0
12970,1
59251,0
27016,1
31906,1
41239,0
2223,0
25904,1
48915,0
18907,0
20391,1
41952,0
6590,1
38715,1
2945,1
16040,1
10171,0
47738,0
35481,0
32865,0
46814,1
15370,0
57131,1
51602,0
13206,1
2246,1
28124,0
38553,1
5043,1
7530,0
31492,1
29258,0
34094,0
31878,1
53529,1
14454,0
12251,1
27222,1
58306,1
57461,0
5267,0
22392,0
22864,0
38992,0
15666,0
56897,0
53880,0
42927,1
5159,0
7826,1
22688,0
27132,0
34135,1
35021,0
45199,1
13571,0
57553,0
54830,0
54705,0
55851,1
39867,0
10253,0
28319,0
37268,0
15327,1
35831,0
51424,1
19588,1
19899,0
22283,0
25305,1
24568,1
21270,1
28929,0
54214,0
53216,1
2624,0
8681,0
29541,1
26866,0
8151,1
26415,0
3122,1
44480,0
42800,1
50424,1
11102,0
49231,0
41892,1
7220,0
16325,0
35002,0
18618,0
43848,0
37978,0
10509,0
54661,0
9420,0
52372,1
55651,0
14945,1
54526,1
15770,1
35794,0
57078,0
42730,1
47519,0
32684,0
12496,0
45893,0
18848,0
29152,0
50631,0
47657,0
32080,0
59458,0
48149,1
12994,1
49788,0
7286,1
45233,0
8090,1
30565,0
23906,0
16494,1
3299,0
664,1
37671,0
36252,0
37051,0
16234,0
28728,1
34139,0
20093,1
49038,1
39202,0
5422,0
45129,0
54465,1
11559,0
19583,1
45115,0
35153,0
51248,0
37980,0
25663,0
32575,0
39430,1
51921,1
44521,1
28836,1
37040,0
